Generator,Run,Loss,Time,Fit,Cos Sim,Est Rank
rand,89,rayleigh,0.670993,0.788628,0.982016,32.000000,
rand,89,gamma,0.438549,0.811072,0.982005,32.000000,
rand,89,huber (0.25),0.026052,0.000636,0.173496,32.000000,
rand,89,beta (0.3),0.643916,0.811179,0.982012,32.000000,
rand,90,normal,0.187243,0.810941,0.981966,32.000000,
rand,90,rayleigh,0.649223,0.788440,0.981969,32.000000,
rand,90,gamma,0.402900,0.810833,0.981960,32.000000,
rand,90,huber (0.25),0.025506,0.000636,0.173563,32.000000,
rand,90,beta (0.3),0.596759,0.810938,0.981965,32.000000,
rand,91,normal,0.188362,0.810932,0.981964,32.000000,
rand,91,rayleigh,0.678283,0.788421,0.981967,32.000000,
rand,91,gamma,0.416912,0.810824,0.981957,32.000000,
rand,91,huber (0.25),0.026850,0.000636,0.173486,32.000000,
rand,91,beta (0.3),0.613390,0.810926,0.981963,32.000000,
rand,92,normal,0.198264,0.811059,0.981988,32.000000,
rand,92,rayleigh,0.635634,0.788493,0.981992,32.000000,
rand,92,gamma,0.395192,0.810968,0.981984,32.000000,
rand,92,huber (0.25),0.023822,0.000635,0.173402,32.000000,
rand,92,beta (0.3),0.600906,0.811060,0.981989,32.000000,
rand,93,normal,0.187829,0.810933,0.981964,32.000000,
rand,93,rayleigh,0.673726,0.788415,0.981968,32.000000,
rand,93,gamma,0.422417,0.810828,0.981959,32.000000,
rand,93,huber (0.25),0.028325,0.000635,0.173294,32.000000,
rand,93,beta (0.3),0.608975,0.810933,0.981964,32.000000,
rand,94,normal,0.215584,0.811027,0.981982,32.000000,
rand,94,rayleigh,0.639753,0.788494,0.981985,32.000000,
rand,94,gamma,0.407010,0.811023,0.981981,32.000000,
rand,94,huber (0.25),0.028362,0.000637,0.173742,32.000000,
rand,94,beta (0.3),0.594830,0.811020,0.981981,32.000000,
rand,95,normal,0.192079,0.811022,0.981981,32.000000,
rand,95,rayleigh,0.709131,0.788536,0.981985,32.000000,
rand,95,gamma,0.480667,0.811021,0.981981,32.000000,
rand,95,huber (0.25),0.024512,0.000635,0.173243,32.000000,
rand,95,beta (0.3),0.612836,0.811020,0.981981,32.000000,
rand,96,normal,0.184640,0.811029,0.981983,32.000000,
rand,96,rayleigh,0.626958,0.788525,0.981985,32.000000,
rand,96,gamma,0.399197,0.810915,0.981975,32.000000,
rand,96,huber (0.25),0.024174,0.000637,0.173699,32.000000,
rand,96,beta (0.3),0.588262,0.811024,0.981982,32.000000,
rand,97,normal,0.188741,0.811015,0.981980,32.000000,
rand,97,rayleigh,0.669382,0.788492,0.981982,32.000000,
rand,97,gamma,0.427876,0.810894,0.981973,32.000000,
rand,97,huber (0.25),0.024768,0.000637,0.173811,32.000000,
rand,97,beta (0.3),0.625698,0.811008,0.981979,32.000000,
rand,98,normal,0.201338,0.811033,0.981984,32.000000,
rand,98,rayleigh,0.689221,0.788488,0.981985,32.000000,
rand,98,gamma,0.446592,0.811025,0.981982,32.000000,
rand,98,huber (0.25),0.025214,0.000637,0.173971,32.000000,
rand,98,beta (0.3),0.610421,0.811023,0.981982,32.000000,
rand,99,normal,0.190618,0.811181,0.982012,32.000000,
rand,99,rayleigh,0.709654,0.788619,0.982015,32.000000,
rand,99,gamma,0.428322,0.811073,0.982006,32.000000,
rand,99,huber (0.25),0.024656,0.000636,0.173609,32.000000,
rand,99,beta (0.3),0.601293,0.811177,0.982011,32.000000,
rand,100,normal,0.187056,0.811015,0.981980,32.000000,
rand,100,rayleigh,0.633710,0.788484,0.981982,32.000000,
rand,100,gamma,0.424179,0.811008,0.981979,32.000000,
rand,100,huber (0.25),0.023541,0.000637,0.173753,32.000000,
rand,100,beta (0.3),0.608015,0.811004,0.981978,32.000000,
randn,1,normal,0.321769,0.293225,0.707439,32.000000,
randn,1,rayleigh,0.695110,0.270749,0.707339,32.000000,
randn,1,gamma,0.431798,0.293159,0.707373,32.000000,
randn,1,huber (0.25),0.024992,0.000491,0.124825,32.000000,
randn,1,beta (0.3),0.572896,0.293157,0.707371,32.000000,
randn,2,normal,0.317898,0.293589,0.707802,32.000000,
randn,2,rayleigh,0.634907,0.271152,0.707682,32.000000,
randn,2,gamma,0.415192,0.293508,0.707721,32.000000,
randn,2,huber (0.25),0.023563,0.000504,0.127772,32.000000,
randn,2,beta (0.3),0.549359,0.293506,0.707720,32.000000,
randn,3,normal,0.322180,0.292177,0.706390,32.000000,
randn,3,rayleigh,0.687749,0.269447,0.706284,32.000000,
randn,3,gamma,0.429131,0.292109,0.706321,32.000000,
randn,3,huber (0.25),0.025043,0.000491,0.124812,32.000000,
randn,3,beta (0.3),0.574204,0.292107,0.706320,32.000000,
randn,4,normal,0.319479,0.292968,0.707182,32.000000,
randn,4,rayleigh,0.642010,0.270410,0.707073,32.000000,
randn,4,gamma,0.402332,0.292889,0.707102,32.000000,
randn,4,huber (0.25),0.025182,0.000499,0.126812,32.000000,
randn,4,beta (0.3),0.553962,0.292887,0.707101,32.000000,
randn,5,normal,0.298721,0.293595,0.707808,32.000000,
randn,5,rayleigh,0.695711,0.271184,0.707702,32.000000,
randn,5,gamma,0.446615,0.293526,0.707739,32.000000,
randn,5,huber (0.25),0.027903,0.000494,0.125471,32.000000,
randn,5,beta (0.3),0.573163,0.293524,0.707738,32.000000,
randn,6,normal,0.326418,0.293040,0.707254,32.000000,
randn,6,rayleigh,0.716108,0.270539,0.707162,32.000000,
randn,6,gamma,0.428323,0.292980,0.707193,32.000000,
randn,6,huber (0.25),0.023915,0.000487,0.123698,32.000000,
randn,6,beta (0.3),0.573674,0.292978,0.707192,32.000000,
randn,7,normal,0.305601,0.292794,0.707008,32.000000,
randn,7,rayleigh,0.684114,0.270210,0.706911,32.000000,
randn,7,gamma,0.433612,0.292729,0.706943,32.000000,
randn,7,huber (0.25),0.032515,0.000489,0.124194,32.000000,
randn,7,beta (0.3),0.570236,0.292728,0.706941,32.000000,
randn,8,normal,0.380012,0.294042,0.708254,32.000000,
randn,8,rayleigh,0.664770,0.271724,0.708152,32.000000,
randn,8,gamma,0.405933,0.293977,0.708189,32.000000,
randn,8,huber (0.25),0.024017,0.000493,0.125373,32.000000,
randn,8,beta (0.3),0.559626,0.293975,0.708188,32.000000,
randn,9,normal,0.313756,0.293522,0.707736,32.000000,
randn,9,rayleigh,0.700175,0.271090,0.707638,32.000000,
randn,9,gamma,0.422021,0.293459,0.707672,32.000000,
randn,9,huber (0.25),0.034086,0.000491,0.124677,32.000000,
randn,9,beta (0.3),0.575706,0.293457,0.707671,32.000000,
randn,10,normal,0.329492,0.292985,0.707199,32.000000,
randn,10,rayleigh,0.673006,0.270457,0.707102,32.000000,
randn,10,gamma,0.396787,0.292925,0.707139,32.000000,
randn,10,huber (0.25),0.027352,0.000487,0.123715,32.000000,
randn,10,beta (0.3),0.572711,0.292923,0.707137,32.000000,
randn,11,normal,0.328785,0.293716,0.707929,32.000000,
randn,11,rayleigh,0.670221,0.271229,0.707811,32.000000,
randn,11,gamma,0.428983,0.293643,0.707856,32.000000,
randn,11,huber (0.25),0.024796,0.000495,0.125737,32.000000,
randn,11,beta (0.3),0.573445,0.293641,0.707854,32.000000,
randn,12,normal,0.314233,0.293360,0.707574,32.000000,
randn,12,rayleigh,0.678665,0.270886,0.707468,32.000000,
randn,12,gamma,0.406654,0.293290,0.707503,32.000000,
randn,12,huber (0.25),0.026046,0.000492,0.125163,32.000000,
randn,12,beta (0.3),0.562086,0.293288,0.707502,32.000000,
randn,13,normal,0.317524,0.293247,0.707461,32.000000,
randn,13,rayleigh,0.714598,0.270762,0.707361,32.000000,
randn,13,gamma,0.429257,0.293179,0.707392,32.000000,
randn,13,huber (0.25),0.026156,0.000494,0.125407,32.000000,
randn,13,beta (0.3),0.582794,0.293177,0.707391,32.000000,
randn,14,normal,0.313198,0.293056,0.707270,32.000000,
randn,14,rayleigh,0.633774,0.270530,0.707167,32.000000,
randn,14,gamma,0.414328,0.292988,0.707202,32.000000,
randn,14,huber (0.25),0.026264,0.000492,0.125161,32.000000,
randn,14,beta (0.3),0.583282,0.292986,0.707200,32.000000,
randn,15,normal,0.341313,0.292625,0.706839,32.000000,
randn,15,rayleigh,0.770622,0.270015,0.706740,32.000000,
randn,15,gamma,0.433741,0.292561,0.706774,32.000000,
randn,15,huber (0.25),0.025698,0.000489,0.124182,32.000000,
randn,15,beta (0.3),0.569909,0.292559,0.706772,32.000000,
randn,16,normal,0.323949,0.292757,0.706972,32.000000,
randn,16,rayleigh,0.677390,0.270160,0.706870,32.000000,
randn,16,gamma,0.388425,0.292691,0.706905,32.000000,
randn,16,huber (0.25),0.025040,0.000490,0.124575,32.000000,
randn,16,beta (0.3),0.553399,0.292690,0.706903,32.000000,
randn,17,normal,0.318846,0.292483,0.706697,32.000000,
randn,17,rayleigh,0.680858,0.269822,0.706594,32.000000,
randn,17,gamma,0.415075,0.292416,0.706629,32.000000,
randn,17,huber (0.25),0.027970,0.000490,0.124444,32.000000,
randn,17,beta (0.3),0.568051,0.292414,0.706628,32.000000,
randn,18,normal,0.306465,0.293683,0.707896,32.000000,
randn,18,rayleigh,0.633547,0.271273,0.707782,32.000000,
randn,18,gamma,0.405123,0.293613,0.707826,32.000000,
randn,18,huber (0.25),0.027091,0.000493,0.125390,32.000000,
randn,18,beta (0.3),0.549802,0.293611,0.707824,32.000000,
randn,19,normal,0.313849,0.292769,0.706983,32.000000,
randn,19,rayleigh,0.662304,0.270196,0.706885,32.000000,
randn,19,gamma,0.421437,0.292703,0.706916,32.000000,
randn,19,huber (0.25),0.025912,0.000491,0.124666,32.000000,
randn,19,beta (0.3),0.586005,0.292701,0.706915,32.000000,
randn,20,normal,0.342640,0.292895,0.707110,32.000000,
randn,20,rayleigh,0.730704,0.270329,0.707004,32.000000,
randn,20,gamma,0.386426,0.292826,0.707040,32.000000,
randn,20,huber (0.25),0.027025,0.000492,0.124845,32.000000,
randn,20,beta (0.3),0.548204,0.292824,0.707038,32.000000,
randn,21,normal,0.333081,0.293037,0.707251,32.000000,
randn,21,rayleigh,0.677881,0.270512,0.707142,32.000000,
randn,21,gamma,0.412110,0.292963,0.707177,32.000000,
randn,21,huber (0.25),0.025600,0.000495,0.125802,32.000000,
randn,21,beta (0.3),0.566151,0.292961,0.707175,32.000000,
randn,22,normal,0.331262,0.292649,0.706863,32.000000,
randn,22,rayleigh,0.728336,0.270029,0.706765,32.000000,
randn,22,gamma,0.393283,0.292586,0.706799,32.000000,
randn,22,huber (0.25),0.026271,0.000489,0.124235,32.000000,
randn,22,beta (0.3),0.561682,0.292584,0.706798,32.000000,
randn,23,normal,0.315782,0.292611,0.706826,32.000000,
randn,23,rayleigh,0.661825,0.269978,0.706716,32.000000,
randn,23,gamma,0.415332,0.292539,0.706752,32.000000,
randn,23,huber (0.25),0.024977,0.000495,0.125589,32.000000,
randn,23,beta (0.3),0.586509,0.292537,0.706751,32.000000,
randn,24,normal,0.304364,0.292336,0.706550,32.000000,
randn,24,rayleigh,0.667247,0.269659,0.706452,32.000000,
randn,24,gamma,0.432214,0.292276,0.706489,32.000000,
randn,24,huber (0.25),0.026368,0.000487,0.123643,32.000000,
randn,24,beta (0.3),0.571610,0.292274,0.706487,32.000000,
randn,25,normal,0.339376,0.293140,0.707354,32.000000,
randn,25,rayleigh,0.690977,0.270641,0.707256,32.000000,
randn,25,gamma,0.435026,0.293074,0.707288,32.000000,
randn,25,huber (0.25),0.027724,0.000491,0.124714,32.000000,
randn,25,beta (0.3),0.566114,0.293073,0.707286,32.000000,
randn,26,normal,0.357415,0.293595,0.707809,32.000000,
randn,26,rayleigh,0.702685,0.271163,0.707694,32.000000,
randn,26,gamma,0.404063,0.293516,0.707729,32.000000,
randn,26,huber (0.25),0.044659,0.000499,0.126912,32.000000,
randn,26,beta (0.3),0.572299,0.293514,0.707728,32.000000,
randn,27,normal,0.332124,0.293341,0.707555,32.000000,
randn,27,rayleigh,0.710795,0.270888,0.707454,32.000000,
randn,27,gamma,0.442589,0.293273,0.707486,32.000000,
randn,27,huber (0.25),0.026228,0.000493,0.125259,32.000000,
randn,27,beta (0.3),0.566011,0.293271,0.707485,32.000000,
randn,28,normal,0.352350,0.292905,0.707119,32.000000,
randn,28,rayleigh,0.653768,0.270348,0.707013,32.000000,
randn,28,gamma,0.427160,0.292834,0.707048,32.000000,
randn,28,huber (0.25),0.024481,0.000494,0.125533,32.000000,
randn,28,beta (0.3),0.551204,0.292833,0.707046,32.000000,
randn,29,normal,0.363846,0.292316,0.706529,32.000000,
randn,29,rayleigh,0.690037,0.269619,0.706420,32.000000,
randn,29,gamma,0.443429,0.292244,0.706457,32.000000,
randn,29,huber (0.25),0.031173,0.000492,0.125124,32.000000,
randn,29,beta (0.3),0.566701,0.292242,0.706455,32.000000,
randn,30,normal,0.313314,0.292785,0.707000,32.000000,
randn,30,rayleigh,0.716388,0.270184,0.706880,32.000000,
randn,30,gamma,0.432109,0.292708,0.706921,32.000000,
randn,30,huber (0.25),0.025350,0.000498,0.126552,32.000000,
randn,30,beta (0.3),0.564053,0.292706,0.706920,32.000000,
randn,31,normal,0.314311,0.292102,0.706315,32.000000,
randn,31,rayleigh,0.681401,0.269368,0.706206,32.000000,
randn,31,gamma,0.427537,0.292029,0.706242,32.000000,
randn,31,huber (0.25),0.026990,0.000494,0.125387,32.000000,
randn,31,beta (0.3),0.562386,0.292027,0.706240,32.000000,
randn,32,normal,0.311368,0.292377,0.706590,32.000000,
randn,32,rayleigh,0.717421,0.269675,0.706483,32.000000,
randn,32,gamma,0.420218,0.292312,0.706525,32.000000,
randn,32,huber (0.25),0.025778,0.000490,0.124545,32.000000,
randn,32,beta (0.3),0.552398,0.292310,0.706523,32.000000,
randn,33,normal,0.303760,0.293717,0.707930,32.000000,
randn,33,rayleigh,0.649017,0.271327,0.707831,32.000000,
randn,33,gamma,0.422247,0.293653,0.707866,32.000000,
randn,33,huber (0.25),0.026153,0.000491,0.124585,32.000000,
randn,33,beta (0.3),0.570991,0.293651,0.707864,32.000000,
randn,34,normal,0.309247,0.292781,0.706995,32.000000,
randn,34,rayleigh,0.646903,0.270201,0.706894,32.000000,
randn,34,gamma,0.414601,0.292715,0.706928,32.000000,
randn,34,huber (0.25),0.024681,0.000491,0.124533,32.000000,
randn,34,beta (0.3),0.549642,0.292713,0.706927,32.000000,
randn,35,normal,0.300851,0.292358,0.706572,32.000000,
randn,35,rayleigh,0.657368,0.269680,0.706464,32.000000,
randn,35,gamma,0.404953,0.292286,0.706499,32.000000,
randn,35,huber (0.25),0.024649,0.000495,0.125588,32.000000,
randn,35,beta (0.3),0.570314,0.292285,0.706498,32.000000,
randn,36,normal,0.308324,0.292531,0.706745,32.000000,
randn,36,rayleigh,0.620034,0.269895,0.706642,32.000000,
randn,36,gamma,0.414485,0.292465,0.706678,32.000000,
randn,36,huber (0.25),0.023927,0.000491,0.124606,32.000000,
randn,36,beta (0.3),0.539981,0.292463,0.706676,32.000000,
randn,37,normal,0.327540,0.293253,0.707467,32.000000,
randn,37,rayleigh,0.655863,0.270782,0.707368,32.000000,
randn,37,gamma,0.405528,0.293185,0.707399,32.000000,
randn,37,huber (0.25),0.028471,0.000492,0.124917,32.000000,
randn,37,beta (0.3),0.556171,0.293184,0.707397,32.000000,
randn,38,normal,0.309406,0.293115,0.707329,32.000000,
randn,38,rayleigh,0.630570,0.270597,0.707225,32.000000,
randn,38,gamma,0.403147,0.293047,0.707260,32.000000,
randn,38,huber (0.25),0.025624,0.000494,0.125425,32.000000,
randn,38,beta (0.3),0.537573,0.293045,0.707259,32.000000,
randn,39,normal,0.312758,0.293076,0.707291,32.000000,
randn,39,rayleigh,0.670863,0.270561,0.707195,32.000000,
randn,39,gamma,0.407466,0.293011,0.707224,32.000000,
randn,39,huber (0.25),0.024824,0.000490,0.124459,32.000000,
randn,39,beta (0.3),0.561036,0.293009,0.707223,32.000000,
randn,40,normal,0.310045,0.293860,0.708073,32.000000,
randn,40,rayleigh,0.648363,0.271497,0.707970,32.000000,
randn,40,gamma,0.390133,0.293794,0.708007,32.000000,
randn,40,huber (0.25),0.023880,0.000490,0.124526,32.000000,
randn,40,beta (0.3),0.535901,0.293792,0.708005,32.000000,
randn,41,normal,0.302001,0.292985,0.707199,32.000000,
randn,41,rayleigh,0.694475,0.270353,0.707088,32.000000,
randn,41,gamma,0.409621,0.292915,0.707129,32.000000,
randn,41,huber (0.25),0.027017,0.000493,0.125230,32.000000,
randn,41,beta (0.3),0.554697,0.292914,0.707128,32.000000,
randn,42,normal,0.296380,0.292243,0.706457,32.000000,
randn,42,rayleigh,0.643705,0.269523,0.706330,32.000000,
randn,42,gamma,0.384653,0.292155,0.706368,32.000000,
randn,42,huber (0.25),0.024953,0.000504,0.128008,32.000000,
randn,42,beta (0.3),0.546497,0.292154,0.706367,32.000000,
randn,43,normal,0.318828,0.293598,0.707812,32.000000,
randn,43,rayleigh,0.639361,0.271215,0.707722,32.000000,
randn,43,gamma,0.400138,0.293537,0.707750,32.000000,
randn,43,huber (0.25),0.024549,0.000489,0.124233,32.000000,
randn,43,beta (0.3),0.556628,0.293535,0.707748,32.000000,
randn,44,normal,0.316556,0.292830,0.707044,32.000000,
randn,44,rayleigh,0.622457,0.270254,0.706942,32.000000,
randn,44,gamma,0.384078,0.292762,0.706975,32.000000,
randn,44,huber (0.25),0.023612,0.000492,0.124961,32.000000,
randn,44,beta (0.3),0.536206,0.292760,0.706974,32.000000,
randn,45,normal,0.351623,0.291799,0.706011,32.000000,
randn,45,rayleigh,0.728751,0.268994,0.705901,32.000000,
randn,45,gamma,0.424197,0.291725,0.705936,32.000000,
randn,45,huber (0.25),0.024386,0.000495,0.125665,32.000000,
randn,45,beta (0.3),0.573354,0.291723,0.705935,32.000000,
randn,46,normal,0.337672,0.292694,0.706908,32.000000,
randn,46,rayleigh,0.631019,0.270083,0.706800,32.000000,
randn,46,gamma,0.439848,0.292622,0.706835,32.000000,
randn,46,huber (0.25),0.024977,0.000493,0.125263,32.000000,
randn,46,beta (0.3),0.557178,0.292620,0.706834,32.000000,
randn,47,normal,0.297783,0.292350,0.706563,32.000000,
randn,47,rayleigh,0.648641,0.269671,0.706460,32.000000,
randn,47,gamma,0.396169,0.292278,0.706491,32.000000,
randn,47,huber (0.25),0.024311,0.000495,0.125808,32.000000,
randn,47,beta (0.3),0.557938,0.292276,0.706489,32.000000,
randn,48,normal,0.334546,0.292851,0.707065,32.000000,
randn,48,rayleigh,0.643592,0.270278,0.706959,32.000000,
randn,48,gamma,0.401591,0.292777,0.706991,32.000000,
randn,48,huber (0.25),0.025801,0.000497,0.126373,32.000000,
randn,48,beta (0.3),0.565715,0.292776,0.706990,32.000000,
randn,49,normal,0.344309,0.292646,0.706860,32.000000,
randn,49,rayleigh,0.673424,0.270025,0.706756,32.000000,
randn,49,gamma,0.428464,0.292576,0.706790,32.000000,
randn,49,huber (0.25),0.026423,0.000492,0.124975,32.000000,
randn,49,beta (0.3),0.562007,0.292575,0.706789,32.000000,
randn,50,normal,0.297303,0.292985,0.707199,32.000000,
randn,50,rayleigh,0.641154,0.270435,0.707092,32.000000,
randn,50,gamma,0.391594,0.292913,0.707127,32.000000,
randn,50,huber (0.25),0.024064,0.000495,0.125739,32.000000,
randn,50,beta (0.3),0.535457,0.292912,0.707125,32.000000,
randn,51,normal,0.344184,0.292345,0.706559,32.000000,
randn,51,rayleigh,0.692884,0.269657,0.706453,32.000000,
randn,51,gamma,0.420914,0.292274,0.706487,32.000000,
randn,51,huber (0.25),0.026802,0.000493,0.125080,32.000000,
randn,51,beta (0.3),0.572380,0.292272,0.706485,32.000000,
randn,52,normal,0.307285,0.292478,0.706692,32.000000,
randn,52,rayleigh,0.627774,0.269830,0.706588,32.000000,
randn,52,gamma,0.384294,0.292409,0.706622,32.000000,
randn,52,huber (0.25),0.024114,0.000490,0.124511,32.000000,
randn,52,beta (0.3),0.552248,0.292407,0.706621,32.000000,
randn,53,normal,0.311328,0.292796,0.707010,32.000000,
randn,53,rayleigh,0.665094,0.270207,0.706897,32.000000,
randn,53,gamma,0.415492,0.292720,0.706934,32.000000,
randn,53,huber (0.25),0.024675,0.000496,0.126133,32.000000,
randn,53,beta (0.3),0.548680,0.292718,0.706932,32.000000,
randn,54,normal,0.312639,0.293165,0.707379,32.000000,
randn,54,rayleigh,0.668917,0.270658,0.707274,32.000000,
randn,54,gamma,0.390248,0.293092,0.707306,32.000000,
randn,54,huber (0.25),0.024531,0.000495,0.125771,32.000000,
randn,54,beta (0.3),0.543050,0.293091,0.707305,32.000000,
randn,55,normal,0.303072,0.293569,0.707783,32.000000,
randn,55,rayleigh,0.615627,0.271053,0.707661,32.000000,
randn,55,gamma,0.394545,0.293493,0.707706,32.000000,
randn,55,huber (0.25),0.024406,0.000497,0.126306,32.000000,
randn,55,beta (0.3),0.566153,0.293491,0.707704,32.000000,
randn,56,normal,0.307588,0.292596,0.706811,32.000000,
randn,56,rayleigh,0.626008,0.269974,0.706706,32.000000,
randn,56,gamma,0.391587,0.292531,0.706744,32.000000,
randn,56,huber (0.25),0.025093,0.000491,0.124670,32.000000,
randn,56,beta (0.3),0.541321,0.292529,0.706742,32.000000,
randn,57,normal,0.318544,0.291974,0.706187,32.000000,
randn,57,rayleigh,0.688358,0.269212,0.706084,32.000000,
randn,57,gamma,0.427966,0.291904,0.706117,32.000000,
randn,57,huber (0.25),0.026274,0.000493,0.125077,32.000000,
randn,57,beta (0.3),0.573700,0.291902,0.706115,32.000000,
randn,58,normal,0.308162,0.292649,0.706863,32.000000,
randn,58,rayleigh,0.681825,0.270019,0.706756,32.000000,
randn,58,gamma,0.382628,0.292583,0.706797,32.000000,
randn,58,huber (0.25),0.027646,0.000490,0.124469,32.000000,
randn,58,beta (0.3),0.546088,0.292581,0.706795,32.000000,
randn,59,normal,0.301650,0.293013,0.707228,32.000000,
randn,59,rayleigh,0.690199,0.270502,0.707137,32.000000,
randn,59,gamma,0.447320,0.292955,0.707169,32.000000,
randn,59,huber (0.25),0.026502,0.000486,0.123507,32.000000,
randn,59,beta (0.3),0.562734,0.292953,0.707167,32.000000,
randn,60,normal,0.303299,0.292985,0.707200,32.000000,
randn,60,rayleigh,0.622046,0.270443,0.707097,32.000000,
randn,60,gamma,0.382844,0.292919,0.707132,32.000000,
randn,60,huber (0.25),0.023369,0.000491,0.124729,32.000000,
randn,60,beta (0.3),0.546471,0.292917,0.707131,32.000000,
randn,61,normal,0.311305,0.292428,0.706642,32.000000,
randn,61,rayleigh,0.641623,0.269661,0.706525,32.000000,
randn,61,gamma,0.412830,0.292352,0.706565,32.000000,
randn,61,huber (0.25),0.027511,0.000498,0.126297,32.000000,
randn,61,beta (0.3),0.561863,0.292350,0.706563,32.000000,
randn,62,normal,0.305093,0.293373,0.707587,32.000000,
randn,62,rayleigh,0.649026,0.270926,0.707488,32.000000,
randn,62,gamma,0.420186,0.293304,0.707517,32.000000,
randn,62,huber (0.25),0.025971,0.000494,0.125344,32.000000,
randn,62,beta (0.3),0.549755,0.293302,0.707516,32.000000,
randn,63,normal,0.317554,0.293163,0.707377,32.000000,
randn,63,rayleigh,0.673860,0.270673,0.707278,32.000000,
randn,63,gamma,0.415885,0.293096,0.707310,32.000000,
randn,63,huber (0.25),0.026333,0.000491,0.124771,32.000000,
randn,63,beta (0.3),0.590777,0.293094,0.707308,32.000000,
randn,64,normal,0.304714,0.292474,0.706688,32.000000,
randn,64,rayleigh,0.634975,0.269830,0.706587,32.000000,
randn,64,gamma,0.388348,0.292410,0.706623,32.000000,
randn,64,huber (0.25),0.025788,0.000487,0.123771,32.000000,
randn,64,beta (0.3),0.539966,0.292408,0.706621,32.000000,
randn,65,normal,0.311634,0.293002,0.707216,32.000000,
randn,65,rayleigh,0.658646,0.270475,0.707116,32.000000,
randn,65,gamma,0.423718,0.292940,0.707153,32.000000,
randn,65,huber (0.25),0.028248,0.000489,0.124095,32.000000,
randn,65,beta (0.3),0.571102,0.292938,0.707152,32.000000,
randn,66,normal,0.324137,0.292852,0.707066,32.000000,
randn,66,rayleigh,0.648147,0.270291,0.706964,32.000000,
randn,66,gamma,0.405286,0.292786,0.707000,32.000000,
randn,66,huber (0.25),0.024044,0.000490,0.124439,32.000000,
randn,66,beta (0.3),0.540997,0.292785,0.706998,32.000000,
randn,67,normal,0.304227,0.293192,0.707406,32.000000,
randn,67,rayleigh,0.673301,0.270686,0.707306,32.000000,
randn,67,gamma,0.419808,0.293123,0.707337,32.000000,
randn,67,huber (0.25),0.027389,0.000491,0.124735,32.000000,
randn,67,beta (0.3),0.559902,0.293122,0.707335,32.000000,
randn,68,normal,0.314824,0.293638,0.707852,32.000000,
randn,68,rayleigh,0.673337,0.271225,0.707742,32.000000,
randn,68,gamma,0.396742,0.293566,0.707779,32.000000,
randn,68,huber (0.25),0.024330,0.000495,0.125783,32.000000,
randn,68,beta (0.3),0.551672,0.293564,0.707777,32.000000,
randn,69,normal,0.313325,0.292983,0.707198,32.000000,
randn,69,rayleigh,0.680580,0.270424,0.707085,32.000000,
randn,69,gamma,0.413010,0.292910,0.707123,32.000000,
randn,69,huber (0.25),0.025080,0.000496,0.125973,32.000000,
randn,69,beta (0.3),0.575412,0.292908,0.707122,32.000000,
randn,70,normal,0.345484,0.293269,0.707484,32.000000,
randn,70,rayleigh,0.648612,0.270777,0.707379,32.000000,
randn,70,gamma,0.394334,0.293202,0.707416,32.000000,
randn,70,huber (0.25),0.023988,0.000492,0.125023,32.000000,
randn,70,beta (0.3),0.541144,0.293200,0.707414,32.000000,
randn,71,normal,0.312871,0.293011,0.707225,32.000000,
randn,71,rayleigh,0.653047,0.270492,0.707132,32.000000,
randn,71,gamma,0.413397,0.292949,0.707163,32.000000,
randn,71,huber (0.25),0.024481,0.000490,0.124313,32.000000,
randn,71,beta (0.3),0.563747,0.292947,0.707161,32.000000,
randn,72,normal,0.297134,0.293056,0.707271,32.000000,
randn,72,rayleigh,0.668282,0.270531,0.707175,32.000000,
randn,72,gamma,0.401723,0.292994,0.707207,32.000000,
randn,72,huber (0.25),0.024850,0.000489,0.124216,32.000000,
randn,72,beta (0.3),0.536896,0.292992,0.707206,32.000000,
randn,73,normal,0.316787,0.292965,0.707179,32.000000,
randn,73,rayleigh,0.669627,0.270437,0.707083,32.000000,
randn,73,gamma,0.458345,0.292904,0.707118,32.000000,
randn,73,huber (0.25),0.024843,0.000490,0.124432,32.000000,
randn,73,beta (0.3),0.576201,0.292903,0.707116,32.000000,
randn,74,normal,0.330427,0.292418,0.706631,32.000000,
randn,74,rayleigh,0.657358,0.269746,0.706533,32.000000,
randn,74,gamma,0.413415,0.292352,0.706565,32.000000,
randn,74,huber (0.25),0.029394,0.000491,0.124551,32.000000,
randn,74,beta (0.3),0.536933,0.292351,0.706564,32.000000,
randn,75,normal,0.308192,0.293417,0.707631,32.000000,
randn,75,rayleigh,0.682339,0.270970,0.707528,32.000000,
randn,75,gamma,0.405342,0.293350,0.707564,32.000000,
randn,75,huber (0.25),0.026239,0.000492,0.124811,32.000000,
randn,75,beta (0.3),0.547993,0.293349,0.707562,32.000000,
randn,76,normal,0.305822,0.293598,0.707812,32.000000,
randn,76,rayleigh,0.632399,0.271187,0.707709,32.000000,
randn,76,gamma,0.409505,0.293530,0.707743,32.000000,
randn,76,huber (0.25),0.025302,0.000492,0.125154,32.000000,
randn,76,beta (0.3),0.538726,0.293528,0.707741,32.000000,
randn,77,normal,0.321493,0.293107,0.707321,32.000000,
randn,77,rayleigh,0.656901,0.270586,0.707217,32.000000,
randn,77,gamma,0.412462,0.293043,0.707257,32.000000,
randn,77,huber (0.25),0.028887,0.000489,0.124217,32.000000,
randn,77,beta (0.3),0.574032,0.293041,0.707255,32.000000,
