Generator,Run,Loss,Time,Fit,Cos Sim,Est Rank
randn,78,normal,0.314191,0.293329,0.707544,32.000000,
randn,78,rayleigh,0.645309,0.270864,0.707443,32.000000,
randn,78,gamma,0.429383,0.293260,0.707474,32.000000,
randn,78,huber (0.25),0.023699,0.000495,0.125689,32.000000,
randn,78,beta (0.3),0.542545,0.293259,0.707473,32.000000,
randn,79,normal,0.330645,0.292673,0.706887,32.000000,
randn,79,rayleigh,0.670094,0.270063,0.706789,32.000000,
randn,79,gamma,0.428867,0.292608,0.706822,32.000000,
randn,79,huber (0.25),0.024947,0.000489,0.124238,32.000000,
randn,79,beta (0.3),0.558178,0.292607,0.706821,32.000000,
randn,80,normal,0.327211,0.293309,0.707523,32.000000,
randn,80,rayleigh,0.634459,0.270820,0.707417,32.000000,
randn,80,gamma,0.410506,0.293245,0.707458,32.000000,
randn,80,huber (0.25),0.025407,0.000490,0.124411,32.000000,
randn,80,beta (0.3),0.535655,0.293243,0.707457,32.000000,
randn,81,normal,0.329937,0.292728,0.706942,32.000000,
randn,81,rayleigh,0.669196,0.270137,0.706850,32.000000,
randn,81,gamma,0.414474,0.292668,0.706882,32.000000,
randn,81,huber (0.25),0.025493,0.000485,0.123221,32.000000,
randn,81,beta (0.3),0.576608,0.292666,0.706880,32.000000,
randn,82,normal,0.304148,0.292782,0.706996,32.000000,
randn,82,rayleigh,0.622898,0.270179,0.706887,32.000000,
randn,82,gamma,0.428134,0.292711,0.706925,32.000000,
randn,82,huber (0.25),0.024524,0.000493,0.125198,32.000000,
randn,82,beta (0.3),0.537556,0.292710,0.706923,32.000000,
randn,83,normal,0.304237,0.293256,0.707470,32.000000,
randn,83,rayleigh,0.707956,0.270769,0.707366,32.000000,
randn,83,gamma,0.411937,0.293190,0.707403,32.000000,
randn,83,huber (0.25),0.025683,0.000493,0.125215,32.000000,
randn,83,beta (0.3),0.569301,0.293188,0.707402,32.000000,
randn,84,normal,0.330599,0.292917,0.707131,32.000000,
randn,84,rayleigh,0.656465,0.270371,0.707037,32.000000,
randn,84,gamma,0.424097,0.292855,0.707069,32.000000,
randn,84,huber (0.25),0.025068,0.000489,0.124254,32.000000,
randn,84,beta (0.3),0.551463,0.292853,0.707067,32.000000,
randn,85,normal,0.322052,0.293150,0.707364,32.000000,
randn,85,rayleigh,0.663966,0.270522,0.707249,32.000000,
randn,85,gamma,0.426667,0.293083,0.707296,32.000000,
randn,85,huber (0.25),0.044456,0.000492,0.124984,32.000000,
randn,85,beta (0.3),0.562972,0.293081,0.707295,32.000000,
randn,86,normal,0.314469,0.292795,0.707009,32.000000,
randn,86,rayleigh,0.686307,0.270204,0.706903,32.000000,
randn,86,gamma,0.425160,0.292725,0.706939,32.000000,
randn,86,huber (0.25),0.025241,0.000492,0.124976,32.000000,
randn,86,beta (0.3),0.533727,0.292723,0.706937,32.000000,
randn,87,normal,0.325113,0.292499,0.706713,32.000000,
randn,87,rayleigh,0.665669,0.269856,0.706614,32.000000,
randn,87,gamma,0.422005,0.292428,0.706641,32.000000,
randn,87,huber (0.25),0.025055,0.000494,0.125382,32.000000,
randn,87,beta (0.3),0.562030,0.292426,0.706640,32.000000,
randn,88,normal,0.314998,0.292661,0.706875,32.000000,
randn,88,rayleigh,0.648492,0.270046,0.706770,32.000000,
randn,88,gamma,0.395036,0.292590,0.706804,32.000000,
randn,88,huber (0.25),0.024172,0.000494,0.125479,32.000000,
randn,88,beta (0.3),0.541372,0.292589,0.706802,32.000000,
randn,89,normal,0.304827,0.292917,0.707131,32.000000,
randn,89,rayleigh,0.682932,0.270358,0.707033,32.000000,
randn,89,gamma,0.431087,0.292851,0.707064,32.000000,
randn,89,huber (0.25),0.024611,0.000490,0.124528,32.000000,
randn,89,beta (0.3),0.564107,0.292849,0.707063,32.000000,
randn,90,normal,0.313287,0.292958,0.707173,32.000000,
randn,90,rayleigh,0.661650,0.270412,0.707069,32.000000,
randn,90,gamma,0.442236,0.292887,0.707101,32.000000,
randn,90,huber (0.25),0.025592,0.000497,0.126160,32.000000,
randn,90,beta (0.3),0.558028,0.292886,0.707100,32.000000,
randn,91,normal,0.312129,0.292835,0.707049,32.000000,
randn,91,rayleigh,0.634329,0.270185,0.706942,32.000000,
randn,91,gamma,0.419540,0.292772,0.706986,32.000000,
randn,91,huber (0.25),0.024769,0.000488,0.123998,32.000000,
randn,91,beta (0.3),0.564117,0.292770,0.706984,32.000000,
randn,92,normal,0.317690,0.292211,0.706425,32.000000,
randn,92,rayleigh,0.628211,0.269505,0.706316,32.000000,
randn,92,gamma,0.392047,0.292138,0.706351,32.000000,
randn,92,huber (0.25),0.028543,0.000495,0.125714,32.000000,
randn,92,beta (0.3),0.539598,0.292136,0.706349,32.000000,
randn,93,normal,0.317369,0.293137,0.707352,32.000000,
randn,93,rayleigh,0.667620,0.270609,0.707240,32.000000,
randn,93,gamma,0.433491,0.293063,0.707277,32.000000,
randn,93,huber (0.25),0.026652,0.000494,0.125653,32.000000,
randn,93,beta (0.3),0.553466,0.293061,0.707275,32.000000,
randn,94,normal,0.299821,0.293098,0.707312,32.000000,
randn,94,rayleigh,0.643775,0.270576,0.707207,32.000000,
randn,94,gamma,0.387895,0.293030,0.707244,32.000000,
randn,94,huber (0.25),0.023958,0.000491,0.124630,32.000000,
randn,94,beta (0.3),0.562831,0.293029,0.707243,32.000000,
randn,95,normal,0.321234,0.292698,0.706912,32.000000,
randn,95,rayleigh,0.668495,0.270097,0.706803,32.000000,
randn,95,gamma,0.418836,0.292628,0.706842,32.000000,
randn,95,huber (0.25),0.024721,0.000495,0.125638,32.000000,
randn,95,beta (0.3),0.559980,0.292627,0.706840,32.000000,
randn,96,normal,0.317578,0.293626,0.707839,32.000000,
randn,96,rayleigh,0.630524,0.271225,0.707735,32.000000,
randn,96,gamma,0.407217,0.293555,0.707768,32.000000,
randn,96,huber (0.25),0.024279,0.000495,0.125734,32.000000,
randn,96,beta (0.3),0.545415,0.293553,0.707766,32.000000,
randn,97,normal,0.311525,0.292935,0.707150,32.000000,
randn,97,rayleigh,0.691898,0.270373,0.707043,32.000000,
randn,97,gamma,0.424044,0.292861,0.707075,32.000000,
randn,97,huber (0.25),0.025425,0.000496,0.126052,32.000000,
randn,97,beta (0.3),0.557452,0.292860,0.707073,32.000000,
randn,98,normal,0.320607,0.293351,0.707565,32.000000,
randn,98,rayleigh,0.665547,0.270877,0.707470,32.000000,
randn,98,gamma,0.390015,0.293283,0.707496,32.000000,
randn,98,huber (0.25),0.023891,0.000493,0.125383,32.000000,
randn,98,beta (0.3),0.545324,0.293282,0.707495,32.000000,
randn,99,normal,0.323491,0.293402,0.707616,32.000000,
randn,99,rayleigh,0.674786,0.270950,0.707513,32.000000,
randn,99,gamma,0.422275,0.293338,0.707551,32.000000,
randn,99,huber (0.25),0.024682,0.000491,0.124765,32.000000,
randn,99,beta (0.3),0.581526,0.293335,0.707549,32.000000,
randn,100,normal,0.358932,0.293164,0.707378,32.000000,
randn,100,rayleigh,0.649950,0.270655,0.707269,32.000000,
randn,100,gamma,0.403735,0.293093,0.707306,32.000000,
randn,100,huber (0.25),0.033468,0.000495,0.125836,32.000000,
randn,100,beta (0.3),0.561096,0.293091,0.707305,32.000000,
rayleigh,1,normal,0.439034,0.536977,0.886346,32.000000,
rayleigh,1,rayleigh,0.877546,0.536940,0.886327,32.000000,
rayleigh,1,gamma,0.535777,0.536951,0.886334,32.000000,
rayleigh,1,huber (0.25),0.030683,0.000063,0.157132,32.000000,
rayleigh,1,beta (0.3),0.783246,0.536943,0.886333,32.000000,
rayleigh,2,normal,0.454779,0.536842,0.886276,32.000000,
rayleigh,2,rayleigh,0.867972,0.536808,0.886258,32.000000,
rayleigh,2,gamma,0.558017,0.536817,0.886264,32.000000,
rayleigh,2,huber (0.25),0.024307,0.000062,0.155996,32.000000,
rayleigh,2,beta (0.3),0.711650,0.536809,0.886263,32.000000,
rayleigh,3,normal,0.432886,0.536882,0.886297,32.000000,
rayleigh,3,rayleigh,0.857241,0.536849,0.886280,32.000000,
rayleigh,3,gamma,0.540291,0.536858,0.886285,32.000000,
rayleigh,3,huber (0.25),0.024097,0.000062,0.156168,32.000000,
rayleigh,3,beta (0.3),0.723188,0.536850,0.886284,32.000000,
rayleigh,4,normal,0.426138,0.536454,0.886073,32.000000,
rayleigh,4,rayleigh,0.855819,0.536419,0.886055,32.000000,
rayleigh,4,gamma,0.508441,0.536427,0.886060,32.000000,
rayleigh,4,huber (0.25),0.024734,0.000062,0.155831,32.000000,
rayleigh,4,beta (0.3),0.735851,0.536417,0.886059,32.000000,
rayleigh,5,normal,0.439504,0.537009,0.886363,32.000000,
rayleigh,5,rayleigh,0.852070,0.536978,0.886347,32.000000,
rayleigh,5,gamma,0.583236,0.536986,0.886352,32.000000,
rayleigh,5,huber (0.25),0.026414,0.000063,0.156453,32.000000,
rayleigh,5,beta (0.3),0.740913,0.536979,0.886351,32.000000,
rayleigh,6,normal,0.411893,0.536806,0.886257,32.000000,
rayleigh,6,rayleigh,0.808523,0.536772,0.886239,32.000000,
rayleigh,6,gamma,0.509868,0.536782,0.886246,32.000000,
rayleigh,6,huber (0.25),0.027114,0.000062,0.156268,32.000000,
rayleigh,6,beta (0.3),0.721947,0.536774,0.886245,32.000000,
rayleigh,7,normal,0.478184,0.537158,0.886441,32.000000,
rayleigh,7,rayleigh,0.912647,0.537129,0.886425,32.000000,
rayleigh,7,gamma,0.547658,0.537137,0.886431,32.000000,
rayleigh,7,huber (0.25),0.028734,0.000062,0.156196,32.000000,
rayleigh,7,beta (0.3),0.732909,0.537130,0.886430,32.000000,
rayleigh,8,normal,0.422332,0.536586,0.886142,32.000000,
rayleigh,8,rayleigh,0.766701,0.536551,0.886124,32.000000,
rayleigh,8,gamma,0.543336,0.536559,0.886129,32.000000,
rayleigh,8,huber (0.25),0.025620,0.000063,0.157343,32.000000,
rayleigh,8,beta (0.3),0.709452,0.536550,0.886128,32.000000,
rayleigh,9,normal,0.414773,0.536646,0.886173,32.000000,
rayleigh,9,rayleigh,0.881290,0.536612,0.886156,32.000000,
rayleigh,9,gamma,0.542740,0.536620,0.886161,32.000000,
rayleigh,9,huber (0.25),0.027676,0.000063,0.156477,32.000000,
rayleigh,9,beta (0.3),0.758981,0.536610,0.886160,32.000000,
rayleigh,10,normal,0.406672,0.536950,0.886332,32.000000,
rayleigh,10,rayleigh,0.779194,0.536916,0.886314,32.000000,
rayleigh,10,gamma,0.501207,0.536925,0.886320,32.000000,
rayleigh,10,huber (0.25),0.023525,0.000063,0.156535,32.000000,
rayleigh,10,beta (0.3),0.742663,0.536916,0.886320,32.000000,
rayleigh,11,normal,0.429323,0.537322,0.886526,32.000000,
rayleigh,11,rayleigh,0.883375,0.537290,0.886510,32.000000,
rayleigh,11,gamma,0.556187,0.537298,0.886515,32.000000,
rayleigh,11,huber (0.25),0.028309,0.000062,0.156277,32.000000,
rayleigh,11,beta (0.3),0.733403,0.537290,0.886514,32.000000,
rayleigh,12,normal,0.418074,0.536959,0.886337,32.000000,
rayleigh,12,rayleigh,0.801842,0.536928,0.886321,32.000000,
rayleigh,12,gamma,0.610401,0.536936,0.886326,32.000000,
rayleigh,12,huber (0.25),0.024368,0.000063,0.156547,32.000000,
rayleigh,12,beta (0.3),0.707706,0.536927,0.886325,32.000000,
rayleigh,13,normal,0.416072,0.536697,0.886200,32.000000,
rayleigh,13,rayleigh,0.932667,0.536665,0.886183,32.000000,
rayleigh,13,gamma,0.666777,0.536673,0.886189,32.000000,
rayleigh,13,huber (0.25),0.026588,0.000062,0.156357,32.000000,
rayleigh,13,beta (0.3),0.724413,0.536664,0.886188,32.000000,
rayleigh,14,normal,0.407995,0.536773,0.886240,32.000000,
rayleigh,14,rayleigh,0.793673,0.536737,0.886221,32.000000,
rayleigh,14,gamma,0.539946,0.536746,0.886227,32.000000,
rayleigh,14,huber (0.25),0.024823,0.000063,0.156815,32.000000,
rayleigh,14,beta (0.3),0.711228,0.536737,0.886226,32.000000,
rayleigh,15,normal,0.415290,0.536923,0.886318,32.000000,
rayleigh,15,rayleigh,0.891775,0.536888,0.886300,32.000000,
rayleigh,15,gamma,0.550999,0.536897,0.886306,32.000000,
rayleigh,15,huber (0.25),0.026046,0.000063,0.157012,32.000000,
rayleigh,15,beta (0.3),0.753115,0.536888,0.886305,32.000000,
rayleigh,16,normal,0.411514,0.536825,0.886267,32.000000,
rayleigh,16,rayleigh,0.818060,0.536791,0.886249,32.000000,
rayleigh,16,gamma,0.510630,0.536799,0.886255,32.000000,
rayleigh,16,huber (0.25),0.023900,0.000063,0.157666,32.000000,
rayleigh,16,beta (0.3),0.725180,0.536790,0.886254,32.000000,
rayleigh,17,normal,0.406458,0.537132,0.886427,32.000000,
rayleigh,17,rayleigh,0.896323,0.537101,0.886411,32.000000,
rayleigh,17,gamma,0.549134,0.537108,0.886416,32.000000,
rayleigh,17,huber (0.25),0.031141,0.000063,0.156793,32.000000,
rayleigh,17,beta (0.3),0.727027,0.537099,0.886415,32.000000,
rayleigh,18,normal,0.389053,0.536773,0.886240,32.000000,
rayleigh,18,rayleigh,0.787912,0.536740,0.886223,32.000000,
rayleigh,18,gamma,0.507682,0.536748,0.886228,32.000000,
rayleigh,18,huber (0.25),0.026631,0.000062,0.156312,32.000000,
rayleigh,18,beta (0.3),0.716065,0.536739,0.886227,32.000000,
rayleigh,19,normal,0.469237,0.536567,0.886132,32.000000,
rayleigh,19,rayleigh,0.922697,0.536533,0.886114,32.000000,
rayleigh,19,gamma,0.580085,0.536542,0.886120,32.000000,
rayleigh,19,huber (0.25),0.027059,0.000063,0.157204,32.000000,
rayleigh,19,beta (0.3),0.734228,0.536534,0.886119,32.000000,
rayleigh,20,normal,0.443913,0.537028,0.886373,32.000000,
rayleigh,20,rayleigh,0.797701,0.536994,0.886355,32.000000,
rayleigh,20,gamma,0.527105,0.537005,0.886362,32.000000,
rayleigh,20,huber (0.25),0.023488,0.000063,0.156549,32.000000,
rayleigh,20,beta (0.3),0.722489,0.536999,0.886361,32.000000,
rayleigh,21,normal,0.441425,0.537179,0.886452,32.000000,
rayleigh,21,rayleigh,0.877188,0.537151,0.886437,32.000000,
rayleigh,21,gamma,0.546941,0.537156,0.886441,32.000000,
rayleigh,21,huber (0.25),0.027466,0.000062,0.156300,32.000000,
rayleigh,21,beta (0.3),0.729851,0.537147,0.886439,32.000000,
rayleigh,22,normal,0.409576,0.536585,0.886141,32.000000,
rayleigh,22,rayleigh,0.766091,0.536549,0.886123,32.000000,
rayleigh,22,gamma,0.506875,0.536559,0.886129,32.000000,
rayleigh,22,huber (0.25),0.026116,0.000063,0.156631,32.000000,
rayleigh,22,beta (0.3),0.709129,0.536550,0.886128,32.000000,
rayleigh,23,normal,0.422741,0.536934,0.886324,32.000000,
rayleigh,23,rayleigh,0.849733,0.536899,0.886306,32.000000,
rayleigh,23,gamma,0.601897,0.536908,0.886312,32.000000,
rayleigh,23,huber (0.25),0.026482,0.000062,0.156082,32.000000,
rayleigh,23,beta (0.3),0.727436,0.536901,0.886311,32.000000,
rayleigh,24,normal,0.404174,0.537038,0.886378,32.000000,
rayleigh,24,rayleigh,0.761140,0.537003,0.886360,32.000000,
rayleigh,24,gamma,0.517547,0.537011,0.886365,32.000000,
rayleigh,24,huber (0.25),0.023583,0.000063,0.156731,32.000000,
rayleigh,24,beta (0.3),0.706126,0.537002,0.886364,32.000000,
rayleigh,25,normal,0.422832,0.536572,0.886134,32.000000,
rayleigh,25,rayleigh,0.852606,0.536540,0.886118,32.000000,
rayleigh,25,gamma,0.548189,0.536548,0.886123,32.000000,
rayleigh,25,huber (0.25),0.024720,0.000062,0.156288,32.000000,
rayleigh,25,beta (0.3),0.721201,0.536540,0.886123,32.000000,
rayleigh,26,normal,0.404665,0.536472,0.886082,32.000000,
rayleigh,26,rayleigh,0.810272,0.536437,0.886064,32.000000,
rayleigh,26,gamma,0.494826,0.536446,0.886070,32.000000,
rayleigh,26,huber (0.25),0.024541,0.000062,0.156448,32.000000,
rayleigh,26,beta (0.3),0.699812,0.536438,0.886069,32.000000,
rayleigh,27,normal,0.443450,0.537502,0.886620,32.000000,
rayleigh,27,rayleigh,0.888291,0.537466,0.886602,32.000000,
rayleigh,27,gamma,0.557962,0.537477,0.886609,32.000000,
rayleigh,27,huber (0.25),0.027091,0.000063,0.156937,32.000000,
rayleigh,27,beta (0.3),0.765151,0.537470,0.886608,32.000000,
rayleigh,28,normal,0.410725,0.537160,0.886442,32.000000,
rayleigh,28,rayleigh,0.792854,0.537129,0.886426,32.000000,
rayleigh,28,gamma,0.524832,0.537136,0.886430,32.000000,
rayleigh,28,huber (0.25),0.024885,0.000063,0.156593,32.000000,
rayleigh,28,beta (0.3),0.745686,0.537128,0.886429,32.000000,
rayleigh,29,normal,0.422365,0.536450,0.886071,32.000000,
rayleigh,29,rayleigh,0.873272,0.536417,0.886054,32.000000,
rayleigh,29,gamma,0.560809,0.536426,0.886060,32.000000,
rayleigh,29,huber (0.25),0.025085,0.000063,0.157203,32.000000,
rayleigh,29,beta (0.3),0.722534,0.536417,0.886058,32.000000,
rayleigh,30,normal,0.396827,0.537305,0.886517,32.000000,
rayleigh,30,rayleigh,0.780045,0.537267,0.886498,32.000000,
rayleigh,30,gamma,0.524925,0.537278,0.886505,32.000000,
rayleigh,30,huber (0.25),0.023725,0.000063,0.157020,32.000000,
rayleigh,30,beta (0.3),0.697856,0.537268,0.886504,32.000000,
rayleigh,31,normal,0.412725,0.536673,0.886188,32.000000,
rayleigh,31,rayleigh,0.886039,0.536640,0.886170,32.000000,
rayleigh,31,gamma,0.565546,0.536650,0.886177,32.000000,
rayleigh,31,huber (0.25),0.027425,0.000063,0.156896,32.000000,
rayleigh,31,beta (0.3),0.771304,0.536643,0.886176,32.000000,
rayleigh,32,normal,0.412022,0.536550,0.886123,32.000000,
rayleigh,32,rayleigh,0.781962,0.536519,0.886107,32.000000,
rayleigh,32,gamma,0.508822,0.536528,0.886113,32.000000,
rayleigh,32,huber (0.25),0.023722,0.000062,0.155816,32.000000,
rayleigh,32,beta (0.3),0.706061,0.536520,0.886112,32.000000,
rayleigh,33,normal,0.426713,0.536253,0.885968,32.000000,
rayleigh,33,rayleigh,0.853596,0.536221,0.885951,32.000000,
rayleigh,33,gamma,0.546955,0.536231,0.885957,32.000000,
rayleigh,33,huber (0.25),0.024812,0.000062,0.156185,32.000000,
rayleigh,33,beta (0.3),0.720469,0.536222,0.885956,32.000000,
rayleigh,34,normal,0.495560,0.536743,0.886224,32.000000,
rayleigh,34,rayleigh,0.801858,0.536708,0.886206,32.000000,
rayleigh,34,gamma,0.524666,0.536718,0.886212,32.000000,
rayleigh,34,huber (0.25),0.025634,0.000062,0.156066,32.000000,
rayleigh,34,beta (0.3),0.723749,0.536710,0.886211,32.000000,
rayleigh,35,normal,0.415754,0.536347,0.886017,32.000000,
rayleigh,35,rayleigh,0.911291,0.536314,0.886000,32.000000,
rayleigh,35,gamma,0.551265,0.536323,0.886006,32.000000,
rayleigh,35,huber (0.25),0.028290,0.000063,0.156714,32.000000,
rayleigh,35,beta (0.3),0.717511,0.536315,0.886005,32.000000,
rayleigh,36,normal,0.425989,0.536468,0.886080,32.000000,
rayleigh,36,rayleigh,0.797257,0.536434,0.886063,32.000000,
rayleigh,36,gamma,0.512506,0.536444,0.886069,32.000000,
rayleigh,36,huber (0.25),0.024710,0.000063,0.157419,32.000000,
rayleigh,36,beta (0.3),0.708558,0.536436,0.886068,32.000000,
rayleigh,37,normal,0.413677,0.536889,0.886300,32.000000,
rayleigh,37,rayleigh,0.852066,0.536855,0.886283,32.000000,
rayleigh,37,gamma,0.535717,0.536864,0.886289,32.000000,
rayleigh,37,huber (0.25),0.024595,0.000063,0.156529,32.000000,
rayleigh,37,beta (0.3),0.729232,0.536855,0.886287,32.000000,
rayleigh,38,normal,0.430982,0.537053,0.886386,32.000000,
rayleigh,38,rayleigh,0.839774,0.537017,0.886367,32.000000,
rayleigh,38,gamma,0.513965,0.537028,0.886374,32.000000,
rayleigh,38,huber (0.25),0.025968,0.000063,0.156497,32.000000,
rayleigh,38,beta (0.3),0.703039,0.537020,0.886373,32.000000,
rayleigh,39,normal,0.456235,0.536792,0.886249,32.000000,
rayleigh,39,rayleigh,0.872338,0.536760,0.886233,32.000000,
rayleigh,39,gamma,0.564958,0.536769,0.886239,32.000000,
rayleigh,39,huber (0.25),0.028184,0.000062,0.155901,32.000000,
rayleigh,39,beta (0.3),0.722293,0.536760,0.886238,32.000000,
rayleigh,40,normal,0.460400,0.536829,0.886269,32.000000,
rayleigh,40,rayleigh,0.873060,0.536792,0.886250,32.000000,
rayleigh,40,gamma,0.565588,0.536803,0.886257,32.000000,
rayleigh,40,huber (0.25),0.025073,0.000062,0.156396,32.000000,
rayleigh,40,beta (0.3),0.704892,0.536794,0.886256,32.000000,
rayleigh,41,normal,0.416877,0.536517,0.886106,32.000000,
rayleigh,41,rayleigh,0.866687,0.536483,0.886088,32.000000,
rayleigh,41,gamma,0.541099,0.536492,0.886094,32.000000,
rayleigh,41,huber (0.25),0.024290,0.000062,0.156199,32.000000,
rayleigh,41,beta (0.3),0.713344,0.536484,0.886093,32.000000,
rayleigh,42,normal,0.413836,0.536757,0.886231,32.000000,
rayleigh,42,rayleigh,0.797760,0.536725,0.886215,32.000000,
rayleigh,42,gamma,0.529028,0.536733,0.886220,32.000000,
rayleigh,42,huber (0.25),0.024687,0.000063,0.156651,32.000000,
rayleigh,42,beta (0.3),0.709191,0.536726,0.886220,32.000000,
rayleigh,43,normal,0.414243,0.537035,0.886377,32.000000,
rayleigh,43,rayleigh,0.873372,0.537004,0.886360,32.000000,
rayleigh,43,gamma,0.540399,0.537011,0.886365,32.000000,
rayleigh,43,huber (0.25),0.028203,0.000062,0.156354,32.000000,
rayleigh,43,beta (0.3),0.751929,0.537003,0.886364,32.000000,
rayleigh,44,normal,0.447432,0.536590,0.886144,32.000000,
rayleigh,44,rayleigh,0.815716,0.536556,0.886126,32.000000,
rayleigh,44,gamma,0.556712,0.536565,0.886132,32.000000,
rayleigh,44,huber (0.25),0.030006,0.000063,0.157037,32.000000,
rayleigh,44,beta (0.3),0.701148,0.536558,0.886131,32.000000,
rayleigh,45,normal,0.397488,0.536790,0.886249,32.000000,
rayleigh,45,rayleigh,0.843848,0.536758,0.886232,32.000000,
rayleigh,45,gamma,0.573047,0.536767,0.886238,32.000000,
rayleigh,45,huber (0.25),0.025986,0.000062,0.155900,32.000000,
rayleigh,45,beta (0.3),0.745569,0.536760,0.886237,32.000000,
rayleigh,46,normal,0.403026,0.536424,0.886057,32.000000,
rayleigh,46,rayleigh,0.793021,0.536392,0.886041,32.000000,
rayleigh,46,gamma,0.512915,0.536400,0.886046,32.000000,
rayleigh,46,huber (0.25),0.024420,0.000063,0.156483,32.000000,
rayleigh,46,beta (0.3),0.725483,0.536392,0.886045,32.000000,
rayleigh,47,normal,0.417511,0.536673,0.886188,32.000000,
rayleigh,47,rayleigh,0.834197,0.536642,0.886171,32.000000,
rayleigh,47,gamma,0.555649,0.536650,0.886177,32.000000,
rayleigh,47,huber (0.25),0.024911,0.000063,0.156623,32.000000,
rayleigh,47,beta (0.3),0.742288,0.536642,0.886176,32.000000,
rayleigh,48,normal,0.486837,0.536951,0.886333,32.000000,
rayleigh,48,rayleigh,0.813406,0.536918,0.886315,32.000000,
rayleigh,48,gamma,0.514573,0.536926,0.886321,32.000000,
rayleigh,48,huber (0.25),0.034543,0.000063,0.157370,32.000000,
rayleigh,48,beta (0.3),0.715493,0.536919,0.886320,32.000000,
rayleigh,49,normal,0.460317,0.536928,0.886321,32.000000,
rayleigh,49,rayleigh,0.868982,0.536890,0.886301,32.000000,
rayleigh,49,gamma,0.568414,0.536902,0.886308,32.000000,
rayleigh,49,huber (0.25),0.026142,0.000063,0.157458,32.000000,
rayleigh,49,beta (0.3),0.732021,0.536894,0.886308,32.000000,
rayleigh,50,normal,0.420040,0.536714,0.886209,32.000000,
rayleigh,50,rayleigh,0.822738,0.536685,0.886194,32.000000,
rayleigh,50,gamma,0.528239,0.536691,0.886198,32.000000,
rayleigh,50,huber (0.25),0.025549,0.000062,0.155440,32.000000,
rayleigh,50,beta (0.3),0.731725,0.536683,0.886197,32.000000,
rayleigh,51,normal,0.412003,0.536954,0.886334,32.000000,
rayleigh,51,rayleigh,0.885816,0.536920,0.886316,32.000000,
rayleigh,51,gamma,0.560985,0.536929,0.886322,32.000000,
rayleigh,51,huber (0.25),0.025624,0.000063,0.157252,32.000000,
rayleigh,51,beta (0.3),0.719397,0.536921,0.886321,32.000000,
rayleigh,52,normal,0.471647,0.536630,0.886165,32.000000,
rayleigh,52,rayleigh,0.861743,0.536600,0.886150,32.000000,
rayleigh,52,gamma,0.519950,0.536606,0.886153,32.000000,
rayleigh,52,huber (0.25),0.029523,0.000063,0.156547,32.000000,
rayleigh,52,beta (0.3),0.723338,0.536597,0.886152,32.000000,
rayleigh,53,normal,0.432047,0.536939,0.886326,32.000000,
rayleigh,53,rayleigh,0.879315,0.536906,0.886309,32.000000,
rayleigh,53,gamma,0.587961,0.536914,0.886315,32.000000,
rayleigh,53,huber (0.25),0.026891,0.000062,0.155826,32.000000,
rayleigh,53,beta (0.3),0.731561,0.536905,0.886313,32.000000,
rayleigh,54,normal,0.425826,0.536543,0.886119,32.000000,
rayleigh,54,rayleigh,0.793343,0.536511,0.886103,32.000000,
rayleigh,54,gamma,0.516567,0.536519,0.886108,32.000000,
rayleigh,54,huber (0.25),0.024811,0.000062,0.156301,32.000000,
rayleigh,54,beta (0.3),0.717284,0.536509,0.886107,32.000000,
rayleigh,55,normal,0.440557,0.536642,0.886171,32.000000,
rayleigh,55,rayleigh,0.851259,0.536609,0.886154,32.000000,
rayleigh,55,gamma,0.527057,0.536617,0.886159,32.000000,
rayleigh,55,huber (0.25),0.025708,0.000063,0.156673,32.000000,
rayleigh,55,beta (0.3),0.761733,0.536610,0.886158,32.000000,
rayleigh,56,normal,0.439376,0.537151,0.886437,32.000000,
rayleigh,56,rayleigh,0.895509,0.537119,0.886420,32.000000,
rayleigh,56,gamma,0.552576,0.537126,0.886425,32.000000,
rayleigh,56,huber (0.25),0.024658,0.000063,0.157155,32.000000,
rayleigh,56,beta (0.3),0.717306,0.537119,0.886425,32.000000,
rayleigh,57,normal,0.420627,0.536785,0.886246,32.000000,
rayleigh,57,rayleigh,0.853243,0.536753,0.886230,32.000000,
rayleigh,57,gamma,0.542640,0.536760,0.886235,32.000000,
rayleigh,57,huber (0.25),0.025087,0.000063,0.156815,32.000000,
rayleigh,57,beta (0.3),0.756450,0.536751,0.886234,32.000000,
rayleigh,58,normal,0.448115,0.536838,0.886274,32.000000,
rayleigh,58,rayleigh,0.816125,0.536805,0.886257,32.000000,
rayleigh,58,gamma,0.527490,0.536814,0.886262,32.000000,
rayleigh,58,huber (0.25),0.026629,0.000062,0.155994,32.000000,
rayleigh,58,beta (0.3),0.726286,0.536805,0.886261,32.000000,
rayleigh,59,normal,0.434760,0.536625,0.886162,32.000000,
rayleigh,59,rayleigh,0.862763,0.536592,0.886145,32.000000,
rayleigh,59,gamma,0.547011,0.536599,0.886150,32.000000,
rayleigh,59,huber (0.25),0.027073,0.000063,0.157400,32.000000,
rayleigh,59,beta (0.3),0.745284,0.536590,0.886149,32.000000,
rayleigh,60,normal,0.430704,0.536807,0.886257,32.000000,
rayleigh,60,rayleigh,0.816652,0.536776,0.886241,32.000000,
rayleigh,60,gamma,0.506099,0.536783,0.886246,32.000000,
rayleigh,60,huber (0.25),0.031583,0.000062,0.155094,32.000000,
rayleigh,60,beta (0.3),0.713880,0.536774,0.886245,32.000000,
rayleigh,61,normal,0.413123,0.536955,0.886335,32.000000,
